Date, Open, High, Low, Close, Volume
08/12/20, 199.00, 200.23, 198.24, 198.74, 5432755
08/11/20, 197.82, 202.89, 196.335, 197.77, 11549610
08/10/20, 196.36, 198.31, 195.33, 196.79, 5525401
08/07/20, 197.59, 197.98, 195.30, 196.36, 5653969
08/06/20, 195.98, 198.92, 194.79, 198.77, 7480317
08/05/20, 193.56, 198.18, 193.10, 196.10, 8907332
08/04/20, 191.13, 192.94, 190.08, 192.29, 8203979
08/03/20, 191.80, 193.34, 190.2105, 190.69, 11407910
07/31/20, 194.42, 194.69, 189.44, 190.40, 14186000
07/30/20, 195.20, 196.56, 192.12, 194.06, 10499360
07/29/20, 193.09, 198.89, 193.05, 198.58, 9471295
07/28/20, 197.69, 199.365, 196.71, 196.74, 6897278
07/27/20, 195.16, 197.81, 194.20, 196.91, 5604702
07/24/20, 195.67, 197.48, 194.03, 195.15, 7160336
07/23/20, 198.44, 200.95, 196.43, 197.43, 6106708
07/22/20, 196.48, 199.00, 196.25, 198.86, 6823385
07/21/20, 200.00, 200.17, 195.68, 196.48, 7219418
07/20/20, 194.74, 199.48, 193.6701, 198.47, 6985253
07/17/20, 194.83, 195.57, 193.12, 195.09, 6420921
07/16/20, 195.33, 195.71, 192.52, 193.50, 5063990
07/15/20, 195.23, 197.765, 194.50, 196.55, 7681064
07/14/20, 189.50, 193.47, 187.18, 193.33, 8003917
07/13/20, 193.61, 195.19, 188.70, 189.02, 8564070
07/10/20, 191.65, 192.82, 189.44, 192.55, 7674187
07/09/20, 195.00, 195.49, 189.95, 192.21, 8548236
07/08/20, 195.08, 195.52, 193.12, 195.07, 8367953
07/07/20, 196.81, 198.90, 193.81, 194.20, 7660130
07/06/20, 198.73, 199.18, 195.68, 197.76, 7292237
07/02/20, 196.00, 197.9164, 195.00, 195.67, 6299276
07/01/20, 193.85, 195.35, 192.6592, 193.78, 6394132
06/30/20, 191.49, 193.75, 190.16, 193.17, 9040104
06/29/20, 189.91, 191.45, 187.3001, 191.38, 8020373
06/26/20, 193.10, 194.125, 189.08, 189.27, 11835980
06/25/20, 191.10, 194.24, 189.90, 193.98, 9936587
06/24/20, 197.02, 197.48, 190.69, 191.41, 9453097
06/23/20, 196.25, 200.1499, 195.82, 197.97, 9866782
06/22/20, 191.99, 196.36, 191.29, 194.96, 6674515
06/19/20, 196.89, 197.10, 191.37, 192.20, 11483310
06/18/20, 192.60, 194.25, 192.11, 193.91, 5803210
06/17/20, 193.66, 195.37, 193.06, 193.56, 5968877
06/16/20, 196.86, 198.38, 191.795, 192.88, 11057220
06/15/20, 187.00, 192.484, 186.21, 191.76, 6758998
06/12/20, 194.21, 195.00, 187.85, 192.26, 11706350
06/11/20, 195.14, 196.36, 188.75, 188.88, 11974600
06/10/20, 199.90, 202.18, 198.95, 200.48, 8405338
06/09/20, 198.36, 201.67, 198.24, 199.08, 6892262
06/08/20, 199.58, 199.96, 197.13, 199.60, 7628052
06/05/20, 196.20, 199.77, 195.475, 199.61, 8561152
06/04/20, 195.98, 196.46, 193.12, 193.64, 7829774
06/03/20, 198.00, 198.14, 195.57, 196.87, 8879428
06/02/20, 195.94, 197.52, 194.92, 196.36, 8462065
06/01/20, 194.71, 195.88, 193.52, 194.35, 6019388
05/29/20, 194.50, 196.74, 193.28, 195.24, 10213510
05/28/20, 193.54, 198.29, 192.7101, 194.26, 8357439
05/27/20, 194.31, 194.31, 188.52, 192.82, 7650334
05/26/20, 195.80, 196.27, 192.76, 193.22, 9662199
05/22/20, 191.00, 191.37, 189.23, 190.86, 5807559
05/21/20, 193.50, 193.616, 190.02, 190.62, 11338070
05/20/20, 193.00, 194.99, 192.41, 193.86, 9545600
05/19/20, 191.14, 194.50, 189.23, 189.36, 7446814
05/18/20, 188.00, 192.83, 187.4708, 191.38, 11806310
05/15/20, 179.98, 184.14, 178.87, 183.49, 10785880
05/14/20, 175.94, 181.05, 173.82, 180.90, 9695147
05/13/20, 178.50, 181.09, 175.039, 177.09, 13377120
05/12/20, 183.56, 183.99, 179.37, 179.47, 8219650
05/11/20, 183.87, 184.62, 181.43, 183.56, 8683139
05/08/20, 185.03, 185.75, 183.62, 185.09, 6475195
05/07/20, 181.75, 184.98, 181.71, 182.72, 9262209
05/06/20, 179.72, 180.51, 177.88, 178.78, 8540501
05/05/20, 179.09, 181.102, 178.26, 178.44, 13512960
05/04/20, 172.95, 176.94, 171.72, 176.15, 9386209
05/01/20, 174.45, 179.64, 174.27, 175.57, 10109560
04/30/20, 181.78, 181.83, 177.655, 178.72, 11331580
04/29/20, 176.85, 182.25, 176.10, 181.79, 12862800
04/28/20, 175.00, 175.01, 170.3848, 171.25, 8614404
04/27/20, 168.65, 172.35, 168.55, 171.76, 9903319
04/24/20, 168.44, 168.75, 164.01, 167.32, 8393562
04/23/20, 167.88, 170.41, 166.21, 166.38, 11411300
04/22/20, 164.66, 167.70, 162.92, 166.59, 14512900
04/21/20, 162.00, 162.57, 159.15, 160.53, 10562120
04/20/20, 167.33, 167.43, 163.20, 164.22, 10505200
04/17/20, 169.65, 170.989, 164.95, 169.54, 15375820
04/16/20, 167.11, 168.00, 159.80, 162.42, 20308240
04/15/20, 168.70, 169.36, 164.95, 165.96, 12118670
04/14/20, 173.09, 175.43, 170.83, 174.62, 9980479
04/13/20, 172.26, 172.32, 166.15, 168.99, 14043740
04/09/20, 176.27, 177.19, 172.85, 173.69, 12231770
04/08/20, 171.01, 176.00, 167.9303, 174.94, 11146510
04/07/20, 177.76, 178.7996, 168.10, 168.59, 15379000
04/06/20, 160.02, 170.73, 158.25, 169.44, 16430000
04/03/20, 155.56, 157.72, 150.60, 151.85, 11994680
04/02/20, 152.53, 158.35, 151.29, 157.39, 14051130
04/01/20, 156.32, 158.07, 151.4162, 153.11, 12595200
03/31/20, 166.43, 168.19, 160.54, 161.12, 20613131
03/30/20, 161.04, 165.87, 160.69, 165.57, 15714500
03/27/20, 161.08, 167.10, 158.15, 161.56, 14950750
03/26/20, 162.08, 169.53, 161.79, 168.88, 17068961
03/25/20, 159.32, 168.18, 153.58, 161.78, 20619631
03/24/20, 144.84, 155.25, 143.58, 154.53, 24488279
03/23/20, 141.33, 143.35, 133.93, 135.74, 30344070
03/20/20, 154.82, 158.26, 145.67, 146.83, 18692080
03/19/20, 146.92, 157.25, 141.47, 152.25, 19362801
03/18/20, 148.46, 150.68, 139.80, 148.48, 22787471
03/17/20, 155.75, 163.70, 149.25, 157.89, 22298000
03/16/20, 151.14, 165.31, 147.98, 152.01, 23692020
03/13/20, 168.72, 176.32, 162.21, 175.83, 19948859
03/12/20, 158.50, 172.00, 156.99, 160.08, 27467750
03/11/20, 177.65, 178.73, 170.20, 172.95, 14611850
03/10/20, 179.47, 182.61, 171.8815, 182.60, 16119420
03/09/20, 171.21, 179.57, 168.31, 171.13, 20486359
03/06/20, 183.54, 185.99, 179.98, 184.36, 15183150
03/05/20, 191.24, 191.92, 185.64, 186.96, 10106880
03/04/20, 190.36, 194.49, 186.17, 194.29, 10789150
03/03/20, 193.20, 194.04, 184.50, 185.73, 15226400
03/02/20, 186.32, 192.44, 183.10, 192.33, 17434490
02/28/20, 173.79, 182.33, 172.9835, 181.76, 22674740
02/27/20, 182.12, 186.34, 180.00, 180.01, 17536600
02/26/20, 190.00, 193.5126, 187.03, 187.21, 14218220
02/25/20, 198.79, 199.89, 187.72, 188.40, 18538949
02/24/20, 197.89, 203.77, 194.01, 198.79, 13316770
02/21/20, 209.90, 210.22, 207.42, 208.81, 9233229
02/20/20, 212.13, 213.69, 208.28, 211.45, 8531862
02/19/20, 212.52, 214.17, 211.715, 213.31, 5927543
02/18/20, 210.00, 211.50, 209.36, 211.20, 7652915
02/14/20, 208.29, 210.775, 208.01, 210.29, 6548804
02/13/20, 206.62, 208.4673, 206.05, 207.40, 9495314
02/12/20, 205.00, 208.1481, 205.00, 207.44, 7355774
02/11/20, 207.50, 207.67, 203.64, 203.94, 10231890
02/10/20, 201.97, 206.13, 201.86, 205.99, 6239519
02/07/20, 201.98, 203.83, 201.09, 202.74, 5691149
02/06/20, 203.05, 204.63, 202.475, 203.04, 7001184
02/05/20, 205.50, 205.60, 199.95, 202.81, 8672418
02/04/20, 203.50, 204.92, 202.2272, 203.56, 10205900
02/03/20, 199.94, 202.26, 199.85, 200.81, 10887870
01/31/20, 201.49, 203.98, 198.26, 198.97, 16699570
01/30/20, 204.00, 208.50, 203.32, 208.21, 8571872
01/29/20, 204.30, 205.92, 202.5128, 204.86, 7051852
01/28/20, 202.39, 203.84, 201.78, 202.85, 7215696
01/27/20, 200.00, 203.33, 199.10, 201.69, 7198865
01/24/20, 207.42, 207.99, 204.21, 205.00, 7812898
01/23/20, 207.90, 208.40, 205.30, 206.52, 8520798
01/22/20, 207.51, 210.13, 207.29, 207.90, 8065003
01/21/20, 204.13, 208.39, 203.80, 207.29, 14861650
01/17/20, 201.76, 204.75, 199.98, 204.70, 12518920
01/16/20, 201.00, 201.50, 199.78, 200.95, 9983741
01/15/20, 197.00, 200.15, 196.32, 199.80, 10831060
01/14/20, 196.74, 196.95, 195.14, 196.05, 6239663
01/13/20, 194.44, 195.60, 194.28, 195.33, 11292360
01/10/20, 193.50, 194.57, 193.11, 193.77, 6587582
01/09/20, 193.00, 193.9215, 192.52, 193.25, 6749144
01/08/20, 189.49, 192.50, 188.80, 191.92, 5713315
01/07/20, 189.59, 190.10, 188.60, 188.69, 4414489
01/06/20, 188.00, 189.21, 187.163, 189.19, 10110570
01/03/20, 188.41, 190.96, 187.92, 189.60, 4900888
01/02/20, 189.00, 191.14, 188.72, 191.12, 8734203
12/31/19, 187.06, 188.00, 186.54, 187.90, 5273036
12/30/19, 189.31, 189.4799, 187.12, 187.83, 4833587
12/27/19, 189.74, 189.8862, 188.471, 189.39, 5448825
12/26/19, 187.89, 189.18, 187.70, 189.16, 5237302
12/24/19, 187.10, 188.02, 186.91, 187.57, 2420922
12/23/19, 188.15, 188.41, 187.00, 187.08, 5832058
12/20/19, 187.60, 188.17, 186.30, 188.00, 11259670
12/19/19, 184.50, 186.58, 184.50, 186.54, 5854574
12/18/19, 185.52, 186.44, 184.90, 184.90, 8969077
12/17/19, 186.50, 186.78, 184.10, 185.52, 10209380
12/16/19, 186.33, 186.82, 185.768, 186.24, 8250829
12/13/19, 182.50, 185.52, 182.04, 185.14, 8556933
12/12/19, 181.66, 183.33, 180.83, 182.64, 11194990
12/11/19, 183.07, 183.08, 181.19, 182.01, 7140159
12/10/19, 182.55, 183.15, 181.90, 182.26, 8626036
12/09/19, 181.90, 183.26, 181.30, 182.92, 10263510
12/06/19, 182.74, 183.28, 181.34, 182.17, 14527690
12/05/19, 181.25, 182.03, 180.07, 181.89, 4639619
12/04/19, 182.66, 182.80, 180.47, 180.60, 10652340
12/03/19, 179.90, 182.14, 179.66, 181.90, 4565433
12/02/19, 184.24, 184.37, 179.87, 181.79, 6890539
11/29/19, 183.93, 184.85, 183.36, 184.51, 3139087
11/27/19, 183.00, 184.54, 182.257, 184.37, 11453290
11/26/19, 181.46, 182.92, 181.21, 182.55, 7080264
11/25/19, 180.40, 181.35, 180.11, 180.97, 5458117
11/22/19, 180.13, 180.47, 178.35, 179.47, 6865618
11/21/19, 181.17, 181.81, 179.315, 179.89, 5112247
11/20/19, 182.31, 183.22, 180.35, 181.66, 6040751
11/19/19, 180.39, 182.98, 180.2023, 182.77, 8551440
11/18/19, 179.57, 180.3232, 178.98, 179.66, 7175036
11/15/19, 180.03, 180.68, 179.08, 179.77, 7809545
11/14/19, 179.00, 179.77, 178.06, 179.75, 9812608
11/13/19, 179.40, 180.88, 177.90, 179.41, 6159587
11/12/19, 179.94, 181.0599, 178.88, 179.74, 6119315
11/11/19, 178.50, 180.36, 178.20, 179.54, 3617682
11/08/19, 178.38, 179.45, 177.80, 178.97, 3894840
11/07/19, 177.35, 180.65, 176.85, 178.43, 7227171
11/06/19, 176.37, 178.19, 176.14, 176.77, 6992475
11/05/19, 179.07, 179.56, 175.18, 176.37, 7447455
11/04/19, 182.08, 182.40, 178.81, 178.95, 7154752
11/01/19, 180.13, 181.32, 179.56, 180.93, 7000179
10/31/19, 179.25, 179.70, 178.01, 178.86, 6830810
10/30/19, 177.79, 179.42, 176.39, 179.25, 5374780
10/29/19, 179.80, 180.00, 177.37, 177.63, 7572843
10/28/19, 178.93, 180.18, 178.35, 179.84, 10086500
10/25/19, 174.93, 179.15, 173.50, 177.85, 10130120
10/24/19, 173.42, 176.87, 173.40, 176.16, 8126875
10/23/19, 170.99, 172.17, 170.18, 171.32, 7165408
10/22/19, 177.00, 177.79, 170.78, 170.86, 10184700
10/21/19, 176.00, 176.73, 174.61, 176.43, 4927422
10/18/19, 177.90, 178.20, 174.55, 175.71, 6312056
10/17/19, 178.89, 179.19, 177.50, 177.94, 4910081
10/16/19, 177.92, 178.26, 176.27, 177.87, 6521596
10/15/19, 178.13, 179.43, 177.55, 178.75, 4445673
10/14/19, 177.38, 178.4136, 177.11, 177.36, 7263803
10/11/19, 176.87, 179.20, 176.85, 177.06, 8950605
10/10/19, 173.89, 175.9022, 173.59, 174.88, 4850389
10/09/19, 174.11, 175.99, 173.6365, 174.88, 6343617
10/08/19, 173.57, 174.6402, 171.88, 172.42, 5496853
10/07/19, 174.66, 175.69, 173.80, 174.90, 5295449
10/04/19, 174.68, 176.52, 174.44, 175.98, 6124333
10/03/19, 169.91, 173.14, 168.63, 172.87, 7346733
10/02/19, 172.64, 172.936, 168.59, 169.83, 10721760
10/01/19, 173.02, 174.815, 172.82, 174.29, 8224567
09/30/19, 174.17, 175.45, 172.01, 172.01, 16609020
09/27/19, 176.70, 176.83, 172.36, 174.00, 9307300
09/26/19, 175.65, 176.45, 174.611, 175.65, 10428120
09/25/19, 173.80, 175.67, 172.39, 175.28, 7828568
09/24/19, 176.11, 177.20, 173.40, 174.48, 10428260
09/23/19, 172.90, 175.25, 172.79, 174.91, 8837886
09/20/19, 177.40, 177.63, 173.9495, 174.06, 12935740
09/19/19, 176.20, 177.41, 175.61, 175.96, 7029109
09/18/19, 177.09, 177.18, 172.825, 175.29, 9758746
09/17/19, 176.83, 178.26, 175.04, 176.45, 5940308
09/16/19, 176.17, 177.20, 175.51, 176.11, 4253607
09/13/19, 178.65, 178.77, 176.02, 177.27, 6103245
09/12/19, 176.85, 179.41, 176.68, 177.98, 7748794
09/11/19, 177.40, 177.925, 174.45, 174.98, 9113604
09/10/19, 179.41, 179.70, 173.81, 176.35, 15255200
09/09/19, 186.92, 187.05, 179.5073, 181.55, 7290516
09/06/19, 184.74, 186.71, 184.55, 185.74, 7990936
09/05/19, 183.73, 185.68, 183.38, 184.73, 6387278
09/04/19, 180.90, 182.20, 180.05, 181.77, 4168909
09/03/19, 180.52, 181.25, 179.10, 179.20, 4644378
08/30/19, 181.99, 182.18, 179.6661, 180.82, 4061275
08/29/19, 180.40, 181.39, 179.31, 181.17, 4679395
08/28/19, 176.99, 178.99, 176.032, 178.67, 4409264
08/27/19, 178.32, 179.19, 176.94, 178.38, 4024304
08/26/19, 176.41, 177.67, 175.35, 177.59, 7755205
08/23/19, 179.55, 180.50, 174.235, 175.23, 7053554
08/22/19, 181.95, 182.33, 178.61, 180.09, 6660275
08/21/19, 180.69, 181.69, 180.24, 180.94, 3696519
08/20/19, 179.43, 180.63, 178.49, 179.24, 3794064
08/19/19, 180.42, 180.42, 178.12, 179.74, 5285814
08/16/19, 178.00, 178.75, 177.20, 178.23, 8312221
08/15/19, 174.26, 177.02, 173.52, 176.27, 6698028
08/14/19, 176.24, 177.25, 173.1601, 173.51, 7293455
08/13/19, 174.39, 178.92, 174.21, 178.61, 6786004
08/12/19, 177.44, 178.65, 175.60, 176.34, 7394391
08/09/19, 179.67, 180.10, 177.85, 179.05, 5373665
08/08/19, 177.46, 179.95, 176.57, 179.90, 7602826
08/07/19, 171.50, 175.73, 170.34, 175.32, 8292806
08/06/19, 171.79, 172.95, 170.13, 172.48, 10281290
08/05/19, 172.01, 173.50, 166.975, 168.86, 16858340
08/02/19, 178.00, 178.27, 174.69, 177.42, 8264575
08/01/19, 179.19, 182.40, 178.17, 179.17, 8417340
07/31/19, 181.79, 182.05, 176.06, 178.00, 7981222
07/30/19, 182.54, 183.38, 181.27, 181.53, 5236595
07/29/19, 183.89, 184.07, 182.7338, 183.21, 4621839
07/26/19, 182.41, 183.82, 182.21, 183.69, 5056545
07/25/19, 183.87, 183.99, 181.30, 181.59, 6085782
07/24/19, 180.79, 183.43, 179.25, 183.33, 8169268
07/23/19, 180.89, 181.27, 179.06, 180.90, 7192989
07/22/19, 179.64, 180.98, 179.14, 180.57, 4864405
07/19/19, 181.84, 181.84, 179.14, 179.24, 5327073
07/18/19, 178.63, 180.62, 178.58, 180.53, 4738512
07/17/19, 179.56, 180.205, 179.01, 179.15, 3994229
07/16/19, 180.37, 180.88, 178.73, 179.31, 6800162
07/15/19, 180.56, 181.07, 179.94, 180.57, 4490576
07/12/19, 181.35, 181.35, 178.92, 180.33, 7196717
07/11/19, 180.12, 180.94, 179.46, 180.74, 6986642
07/10/19, 178.58, 180.26, 178.58, 179.31, 5110955
07/09/19, 175.43, 177.89, 175.30, 177.73, 4894250
07/08/19, 176.30, 176.61, 175.40, 176.19, 6720284
07/05/19, 175.86, 177.0311, 174.51, 176.66, 5840638
07/03/19, 176.00, 176.99, 175.72, 176.87, 4066632
07/02/19, 174.10, 175.32, 173.30, 175.28, 5239069
07/01/19, 175.33, 175.54, 172.74, 173.94, 6121956
06/28/19, 171.96, 173.55, 170.52, 173.55, 8442697
06/27/19, 172.12, 172.40, 170.32, 171.23, 5873376
06/26/19, 171.39, 172.39, 170.8176, 171.06, 7129946
06/25/19, 174.81, 174.94, 170.59, 171.28, 9899898
06/24/19, 174.60, 174.73, 172.72, 173.85, 5554877
06/21/19, 173.27, 174.8065, 173.16, 173.44, 11728250
06/20/19, 172.51, 173.94, 171.75, 173.74, 11474070
06/19/19, 169.39, 171.20, 169.21, 170.69, 6323865
06/18/19, 170.65, 170.67, 167.55, 169.28, 6969300
06/17/19, 169.73, 170.42, 169.03, 169.56, 6410155
06/14/19, 169.77, 170.64, 168.84, 169.66, 4999905
06/13/19, 172.14, 172.20, 168.72, 169.35, 6901436
06/12/19, 170.38, 171.62, 169.70, 171.59, 6772048
06/11/19, 171.95, 172.18, 168.42, 170.31, 6083065
06/10/19, 171.84, 172.02, 170.51, 170.82, 7565924
06/07/19, 168.00, 171.61, 167.80, 170.05, 10529170
06/06/19, 165.88, 167.40, 164.94, 166.92, 13738470
06/05/19, 163.50, 165.40, 162.69, 165.39, 7769282
06/04/19, 160.29, 162.37, 158.6501, 162.33, 6684794
06/03/19, 161.54, 162.83, 156.75, 158.60, 8034590
05/31/19, 160.91, 162.13, 160.56, 161.33, 5079016
05/30/19, 162.80, 163.50, 161.94, 162.76, 4750610
05/29/19, 163.30, 163.50, 161.48, 162.73, 6456044
05/28/19, 163.40, 165.77, 163.33, 163.71, 10202740
05/24/19, 162.75, 163.41, 161.72, 162.64, 4105718
05/23/19, 163.50, 164.25, 160.82, 161.51, 6137978
05/22/19, 163.60, 165.63, 163.45, 164.24, 5416382
05/21/19, 164.58, 164.859, 163.19, 163.86, 9095674
05/20/19, 163.35, 164.74, 162.33, 163.47, 4747352
05/17/19, 163.29, 165.20, 163.20, 164.09, 4582485
05/16/19, 163.45, 165.6036, 162.86, 164.87, 9745459
05/15/19, 159.32, 163.16, 159.1038, 162.79, 7547009
05/14/19, 158.10, 161.52, 157.94, 160.21, 9756655
05/13/19, 157.19, 158.72, 156.42, 157.33, 9729964
05/10/19, 158.86, 161.3994, 157.27, 160.71, 5192495
05/09/19, 158.86, 159.85, 157.17, 159.81, 6813880
05/08/19, 159.77, 161.70, 159.52, 160.76, 5445899
05/07/19, 160.95, 161.78, 158.68, 160.21, 6413553
05/06/19, 158.21, 162.65, 158.20, 162.28, 10442360
05/03/19, 162.30, 162.74, 161.18, 162.04, 4317836
05/02/19, 162.10, 163.08, 160.43, 161.12, 6054926
05/01/19, 165.54, 165.74, 162.75, 162.79, 5248092
04/30/19, 164.98, 165.70, 163.92, 164.43, 6432714
04/29/19, 163.21, 164.50, 163.10, 164.15, 10003560
04/26/19, 161.26, 163.03, 160.40, 162.93, 7525392
04/25/19, 160.52, 161.60, 158.55, 161.02, 8862480
04/24/19, 161.75, 162.03, 160.65, 161.49, 7376521
04/23/19, 161.00, 161.88, 159.87, 161.66, 6522901
04/22/19, 159.20, 160.48, 159.0684, 160.40, 4602806
04/18/19, 160.93, 161.105, 159.0007, 160.16, 7859406
04/17/19, 160.87, 161.07, 160.31, 160.44, 4609445
04/16/19, 161.04, 161.10, 159.55, 160.23, 6021579
04/15/19, 159.83, 160.48, 159.19, 160.44, 8143172
04/12/19, 158.71, 159.64, 157.86, 159.64, 6745080
04/11/19, 159.11, 159.30, 157.44, 157.86, 5771697
04/10/19, 157.99, 158.78, 157.52, 158.56, 3918581
04/09/19, 156.56, 157.99, 156.47, 157.49, 6364467
04/08/19, 157.55, 157.8501, 156.32, 157.75, 5604889
04/05/19, 158.00, 158.63, 157.23, 157.65, 4178703
04/04/19, 158.53, 158.69, 156.53, 157.64, 5100237
04/03/19, 158.55, 159.11, 157.85, 158.46, 8211733
04/02/19, 157.66, 158.15, 156.75, 157.78, 6215113
04/01/19, 157.53, 157.73, 156.55, 157.26, 6420179
03/29/19, 155.73, 156.29, 154.93, 156.19, 12164690
03/28/19, 154.93, 155.08, 153.61, 154.67, 16902230
03/27/19, 155.47, 155.86, 153.36, 154.22, 12253760
03/26/19, 153.77, 155.60, 153.77, 155.30, 15594360
03/25/19, 152.36, 154.0617, 151.54, 153.03, 7568185
03/22/19, 154.99, 155.68, 152.85, 153.07, 8120155
03/21/19, 153.32, 156.68, 153.31, 155.80, 7027220
03/20/19, 154.34, 154.87, 152.7134, 153.75, 6391356
03/19/19, 155.95, 155.95, 154.14, 154.59, 9236084
03/18/19, 155.92, 156.41, 154.42, 154.96, 9689378
03/15/19, 153.72, 156.82, 153.36, 155.46, 20162039
03/14/19, 152.56, 154.69, 152.30, 154.20, 9364876
03/13/19, 152.30, 154.04, 152.04, 152.47, 8308885
03/12/19, 151.00, 153.14, 150.87, 151.73, 9465366
03/11/19, 148.11, 150.97, 148.02, 150.67, 9361495
03/08/19, 145.44, 147.48, 144.50, 147.35, 5168083
03/07/19, 147.26, 147.81, 146.04, 146.83, 8761650
03/06/19, 148.00, 148.52, 147.42, 147.81, 8186390
03/05/19, 148.00, 149.29, 147.83, 147.95, 9678771
03/04/19, 150.07, 150.19, 146.951, 147.96, 6979679
03/01/19, 149.46, 149.93, 148.38, 149.47, 7016918
02/28/19, 147.26, 148.82, 147.23, 148.12, 6250470
02/27/19, 146.50, 147.49, 145.92, 147.22, 9731198
02/26/19, 145.20, 147.40, 145.02, 147.04, 7332555
02/25/19, 146.91, 147.20, 145.81, 146.06, 9731222
02/22/19, 144.42, 146.2836, 144.42, 145.87, 9681136
02/21/19, 144.35, 145.0298, 143.18, 144.00, 8573402
02/20/19, 144.35, 144.84, 143.52, 144.73, 5283077
02/19/19, 144.42, 144.88, 144.02, 144.44, 8406948
02/15/19, 144.55, 144.91, 143.815, 144.91, 6536038
02/14/19, 142.98, 143.48, 142.40, 143.16, 6314035
02/13/19, 142.89, 144.70, 142.865, 143.49, 6885550
02/12/19, 141.79, 142.80, 141.25, 141.99, 6090351
02/11/19, 141.26, 142.2877, 140.45, 140.80, 7600100
02/08/19, 138.69, 140.40, 138.52, 140.38, 5950895
02/07/19, 139.92, 141.06, 139.21, 140.17, 10675710
02/06/19, 141.96, 142.42, 141.05, 141.49, 6146859
02/05/19, 142.00, 142.945, 141.83, 142.53, 8455658
02/04/19, 139.79, 141.517, 139.18, 141.50, 11882740
02/01/19, 135.39, 140.35, 135.26, 140.15, 13248310
01/31/19, 134.39, 135.73, 133.30, 135.01, 20095660
01/30/19, 136.10, 137.895, 135.51, 137.60, 8078091
01/29/19, 136.59, 136.69, 134.11, 135.00, 7457711
01/28/19, 137.51, 137.51, 134.81, 135.99, 9857213
01/25/19, 139.00, 139.90, 137.97, 138.67, 9759451
01/24/19, 137.11, 138.32, 136.52, 137.70, 4925199
01/23/19, 138.77, 138.98, 136.1478, 137.01, 5465773
01/22/19, 137.90, 139.52, 136.975, 138.05, 8102321
01/18/19, 138.31, 138.60, 136.64, 138.50, 10263460
01/17/19, 136.97, 137.91, 136.59, 137.28, 5864878
01/16/19, 138.40, 138.87, 137.07, 137.34, 7257982
01/15/19, 136.96, 137.72, 135.25, 137.34, 7594993
01/14/19, 136.99, 138.13, 136.65, 137.10, 8666670
01/11/19, 137.75, 138.60, 137.41, 138.06, 5860051
01/10/19, 136.81, 138.82, 136.36, 138.67, 12514920
01/09/19, 138.30, 139.48, 137.62, 138.41, 9987569
01/08/19, 137.97, 138.19, 135.96, 136.80, 9243043
01/07/19, 134.45, 137.169, 134.04, 136.06, 12928360
01/04/19, 130.44, 134.5886, 130.13, 133.65, 11065780
01/03/19, 131.21, 131.28, 127.88, 128.13, 9428280
01/02/19, 130.00, 133.74, 129.60, 132.92, 8788010
12/31/18, 131.68, 132.44, 130.23, 131.94, 7976007
12/28/18, 133.08, 133.62, 129.66, 130.94, 7381742
12/27/18, 127.99, 132.01, 126.52, 132.01, 10882980
12/26/18, 123.02, 130.24, 123.00, 130.23, 13499510
12/24/18, 122.08, 125.21, 121.60, 121.73, 8617681
12/21/18, 127.18, 130.33, 122.9501, 124.26, 25448609
12/20/18, 130.16, 132.01, 127.15, 128.76, 18091670
12/19/18, 132.93, 135.87, 129.52, 131.26, 13819010
12/18/18, 132.29, 134.17, 131.80, 132.66, 12762330
12/17/18, 134.21, 134.43, 130.69, 131.40, 11796200
12/14/18, 135.69, 136.72, 134.55, 135.09, 9351186
12/13/18, 138.30, 139.13, 136.15, 137.54, 8780914
12/12/18, 139.30, 140.88, 137.75, 137.80, 10387200
12/11/18, 139.94, 140.05, 135.92, 136.81, 12466320
12/10/18, 136.25, 138.27, 134.8555, 137.88, 15744290
12/07/18, 140.82, 142.13, 135.9938, 137.11, 14007710
12/06/18, 135.04, 141.11, 133.48, 141.05, 16391900
12/04/18, 143.13, 144.35, 138.50, 138.64, 13988900
12/03/18, 145.00, 145.72, 143.855, 145.00, 11283570
11/30/18, 139.01, 142.26, 138.63, 141.71, 11362790
11/29/18, 140.69, 140.70, 138.71, 139.10, 8751920
11/28/18, 137.07, 141.54, 136.8686, 141.38, 11265080
11/27/18, 135.28, 136.31, 134.12, 135.91, 7877868
11/26/18, 134.60, 136.52, 134.25, 135.94, 9144597
11/23/18, 132.59, 134.25, 132.49, 132.87, 3676032
11/21/18, 134.36, 135.78, 133.63, 134.42, 7416670
11/20/18, 130.31, 134.53, 129.54, 133.37, 12720170
11/19/18, 140.47, 140.57, 134.25, 134.76, 16252970
11/16/18, 140.42, 141.84, 139.92, 140.18, 8628027
11/15/18, 138.85, 141.91, 137.93, 141.84, 8564991
11/14/18, 142.02, 142.60, 138.4128, 139.49, 6613922
11/13/18, 140.35, 141.90, 139.01, 139.72, 6286973
11/12/18, 143.42, 143.64, 139.17, 139.72, 11335080
11/09/18, 144.20, 144.57, 142.36, 143.93, 8339828
11/08/18, 144.60, 145.46, 143.652, 145.23, 5927356
11/07/18, 142.34, 144.90, 142.32, 144.78, 20502119
11/06/18, 139.80, 140.91, 139.72, 140.79, 4732703
11/05/18, 139.80, 140.21, 138.07, 139.80, 6280034
11/02/18, 141.11, 141.4546, 137.85, 139.78, 17063119
11/01/18, 139.00, 140.87, 137.49, 140.83, 16023950
10/31/18, 134.99, 139.12, 134.99, 137.85, 13205280
10/30/18, 133.08, 134.86, 129.79, 132.76, 15107560
